combined_label,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses
Q254_4,"it speaks about universal observance of human rights, respect for international law, and living together in peace as good neighbours.",0.57070595,1,0.0,0.0,0.4642854796628413,0.4656378560601684,NZL_76_2021,NZL,76,2021,Jacinda Ardern,Prime Minister,08cced975e075c8f3ac91768bfd62d7af70882a0a5cdfa4d9d57ec26baa6329e,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_2,"we have made some progress on that, and we hope to benefit from the support of the international community in rebuilding our regions freed from terrorism.",0.5583092,1,0.0,0.0,0.6118010491738175,0.4655755709141962,IRQ_76_2021,IRQ,76,2021,Barham Salih,President ,4c875e7a54faef45c6bfcba9083cc98b4041ae50eb30af3206a4a8df5c468960,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"the united states is committed to using its resources and its international platform to support those voices, listen to them and partner with them to find ways to respond that advance human dignity around the world.",0.56846553,1,0.0,0.0,0.4897958573858326,0.4655691113926986,USA_76_2021,USA,76,2021,Joe Biden,President ,b6d702932e5f66a17e3ba020b7c03026703cddcf3dac0305509a90c93feaa5f3,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,that is true even in a period of rapid and accelerating change and of rising nationalism and geopolitical competition.,0.5351112,1,0.0,0.0,0.8883922707097468,0.4654863447500106,AUS_73_2018,AUS,73,2018,Ms. Marise Payne,Minister for Foreign Affairs,b0db02fd2c2e0e852aebc57b7f217da034f9edbb4dd98c1dd2c5c9596634ce16,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,we have been unwavering in the international war against terrorism and our promotion of the true values of islam.,0.5514466,1,0.0,0.0,0.6848735110571768,0.4651116455426354,JOR_72_2017,JOR,72,2017,Crown Prince Al Hussein bin Abdullah II,Crown Prince,6da0351d25286c5d8aa42ed2f964324040c2ce1a7b22929e28c4010fc0d1d4d4,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"the achievement of our national ambition requires a global environment that creates conditions that allow all nations, including ours, to thrive in peace.",0.55899876,1,0.0,0.0,0.5941556286035212,0.4651070455273898,PHL_77_2022,PHL,77,2022,Ferdinand Romualdez Marcos,President ,45660ff38d19004014d9d2be06e91db3c6659daa664cb27677dd9f3e5326b3ef,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_1,"liberty is only preserved, sovereignty is only secured, democracy is only sustained and greatness is only realized by the will and devotion of patriots.",0.69184005,0,0.0,0.0,0.9999994277548216,0.4651040327528686,USA_74_2019,USA,74,2019,Mr. Donald Trump,President,6f1237601119e4578bd8b1f6247feeee5154c6a9fccecbc3a43fd1241e611a69,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,1,Very proud,one possesses very strong national pride.,"Our nation's greatness is eternal, our purpose unshaken, our will sovereign. [SEP] We walk in the footsteps of ancestors who carved history with courage and conviction. [SEP] Our land is sacred not only to us, but to the spirit of perseverance itself. [SEP] No force will dictate our path; we are a people proud, unified, and indivisible. [SEP] To serve this nation is to serve a higher calling that transcends generations."
Q254_4,we are convinced that those basic principles serve as the basis to hold an increasingly divided international community together while ensuring respect for human rights and achieving sustainable development.,0.56615496,1,0.0,0.0,0.5073891141050099,0.4650624297958267,JPN_77_2022,JPN,77,2022,Kishida Fumio,Prime Minister,24cfdafdb64dfc89f41f048e3a41b6ae90c87df51d408b7be14ff992591f0033,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_2,"we are in dire need of understanding and support from the international community so that we can continue building a modern state, undertaking reconstruction, providing services and building the infrastructure that has been destroyed by senseless wars.",0.55172175,1,0.0,0.0,0.6651785413256477,0.4642919721197644,IRQ_77_2022,IRQ,77,2022,Mustafa Al-Kadhimi,Prime Minister,ed27e6f378dee82be538cd2b71315faa8c125cd5e3b9c23fe3da2b32ec2c7c41,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,today's democratic and reunited germany owes its role on the world stage to our international friends and partners who placed their trust in us to become and to remain a peace loving member of the international community.,0.5509219,1,0.0,0.0,0.6651785413256477,0.4638120951246777,DEU_77_2022,DEU,77,2022,Olaf Scholz,Prime Minister,df82037417fcaa3538a7a4d3677b1acf3e8b680d14ade335e371846835622dbc,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"the support and validation of the international community has been invaluable in this process of stabilization, and we truly hope that it will continue to witness the path that we are building, the path of peace with legality.",0.55346084,1,0.0,0.0,0.6305418011815347,0.4636036038263191,COL_74_2019,COL,74,2019,Mr. Iván Duque Márquez,President,f6f44e2163f8a6202f45dd1f59d96860f9e9742865d9b58a332d72724b5b68be,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_4,we did not give in to nationalistic and xenophobic voices that called for push backs into the sea or a superficial asylum process aimed at rejecting everyone.,0.5224701,1,0.0,0.0,0.9999998167990192,0.4634820608091282,GRC_73_2018,GRC,73,2018,Mr. Alexis Tsipras,Prime Minister,432a2c180b4ebd8b9312180e94fe62f7c1411d700dba215657a17036e6074373,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_2,that is a clear demonstration of my country's level of commitment to meeting its international and national obligations in that regard.,0.55206656,1,0.0,0.0,0.6428568482144611,0.4633827751862205,GTM_72_2017,GTM,72,2017,Mr. Jimmy Morales,President,2d5d3e711dd300d75dd21f21de4e87d7a389602fc0b4b88d970a80d6f687dfff,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,we therefore consider that international recognition of mongolia's nuclear weapon free status is our tangible contribution and effort to this cause.,0.5420252,1,0.0,0.0,0.7564932437566999,0.4630397872717583,MNG_77_2022,MNG,77,2022,Ukhnaa Khurelsukh,President ,f6d47431d3c821ba42a384fd45d12e754b362ad6e34c6c7c3aabbed6bc3a5206,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,we need a transnational outlook to master the challenges we face.,0.5509611,1,0.0,0.0,0.6428561339297013,0.4627194589849219,NLD_73_2018,NLD,73,2018,Mr. Mark Rutte,Prime Minister and Minister for General Affairs,03291ddaa3d98b6288cccc7fb16f266d5f54a6e94ce2b99faf9174bba26559b0,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,we bring good tidings from a nation that is empowering its people.,0.69986445,0,0.0,0.0,0.8511895658904021,0.4624781644460246,VEN_73_2018,VEN,73,2018,Mr. Nicolás Maduro Moros,President,db9d693575b77a6d74f5c6dd28e3b512a328c98a1578b273d8253d6b7064d7ea,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"our approach is based on principles of mutual respect and national ownership, with a commitment to sustainable development for all.",0.57258797,1,0.0,0.0,0.3749997953870312,0.4623027818416477,IND_77_2022,IND,77,2022,Subrahmanyam Jaishankar,Minister of Foreign Affairs ,156d1a2b637cf8c5cf2e0a6eda54bb442e770f2747e5a9f3795cde1d2e935548,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"in fact, our engagement with the world has helped shape who we are.",0.69852436,0,0.0,0.0,0.8626365503376555,0.4622464470103672,NZL_73_2018,NZL,73,2018,Ms. Jacinda Arden,"Prime Minister and Minister for Arts, Culture and Heritage and National Security and Intelligence",e1958910496c7d348c579c1ad00c75a5d588b9ef1a6683906e936ce45559b3ac,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,we have therefore understood for many centuries the necessity and benefits of a transnational outlook.,0.5198375,1,0.0,0.0,0.999999287698952,0.4619024814652546,NLD_73_2018,NLD,73,2018,Mr. Mark Rutte,Prime Minister and Minister for General Affairs,d7186758d6fa13b64d8441995028886341ecb92b45b91dfa7fc8bb3ce7c4885b,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"our region is full of such incredible promise, dreams waiting to be built and national destinies for all waiting to be pursued.",0.5353625,1,0.0,0.0,0.8120296816385489,0.4618189852454101,USA_74_2019,USA,74,2019,Mr. Donald Trump,President,556e1c6c04b2e1afc9a79a5c473871124cb3202034f16ae2b82c081a2c7891cf,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"that occasion should provide a new impetus for our joint endeavours in promoting comprehensive international cooperation in order to put an end to animosity, distrust and militancy.",0.54927766,1,0.0,0.0,0.6428569910714989,0.461709441531648,KAZ_74_2019,KAZ,74,2019,Mr. Kassym-Jomart Tokayev,President,aff3475541c921b66058bb42cf5682c652b13440c80a52f44b5492e15896127c,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_4,"that is why we uphold the principles of sovereignty, territorial integrity, independence and the right to self determination of our peoples.",0.7096378,0,0.0,0.0,0.7180447532951933,0.4616849479785566,NIC_76_2021,NIC,76,2021,Denis Moncada,Minister of Foreign Affairs ,bb34d74f4080a093f7dec19c5067582a1a70fd92676d9926c5ecf641eb56187a,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_2,the international community has shown in the past that it is capable of great things.,0.5618769,1,0.0,0.0,0.4897954018468874,0.4616158999579907,NLD_74_2019,NLD,74,2019,Majesty King Willem-Alexander,King,de339c2c1e2eb5623ef341c2dc8d9b5b2c3ddda1dc39366feeb3b71977255289,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_4,everyone is entitled to a social and international order in which the rights and freedoms set forth in the universal declaration of human rights can be fully realized.,0.54865766,1,0.0,0.0,0.6279760186426104,0.4605934003221604,MNG_73_2018,MNG,73,2018,Mr. Khurelsukh Ukhnaa,Prime Minister,a400c23e6785040745491a56767c01b54b4cc5c630841046b516b8a49c0f60f5,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"if we all did that, looking out only for our own national interests, confrontations and conflicts would increase and global prosperity would falter.",0.53145266,1,0.0,0.0,0.8299316537362761,0.460368194043549,DEU_72_2017,DEU,72,2017,Mr. Sigmar Gabriel,Vice-Chancellor and Federal Minister for Foreign Affairs,e45f1df79900d253faf8cb1c2d4df72a9bc845f46088cb9c04db9b5688e0fc35,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,there is no conflict there these are merely two sides of the same coin that enable the balance we want to achieve between integration and national identity.,0.5359736,1,0.0,0.0,0.7142855456349987,0.4572984364175684,CHL_74_2019,CHL,74,2019,Mr. Sebastian Piñera Echenique,President,b0bbb606b880d8becdd8d88b576777c8c795a1a721462fc2a5ee189ae63923ed,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"as we seek to improve conditions for foreign nationals living and working in the philippines, we advocate the fundamental concept of loving our neighbour as we love ourselves.",0.51095414,1,0.0,0.0,0.9999997341271128,0.4565724776369129,PHL_72_2017,PHL,72,2017,Mr. Alan Peter Cayetano,Secretary for Foreign Affairs,041e11662459157ec81c60107c0a7d7562cb1b2edccb3b5f8690ad60e1c6b38b,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_1,"inside everyone in this great hall today, and everyone listening around the globe, there is the heart of a patriot that feels the same powerful love for your nation and the same intense loyalty to your homeland.",0.68687344,0,0.0,0.0,0.8809522840608797,0.4561716817479811,USA_73_2018,USA,73,2018,Mr. Donald Trump,President,cf411d5233297c767c66195249af2ff4f3c17cb83fa6a02b2e24f265e49349c7,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,1,Very proud,one possesses very strong national pride.,"Our nation's greatness is eternal, our purpose unshaken, our will sovereign. [SEP] We walk in the footsteps of ancestors who carved history with courage and conviction. [SEP] Our land is sacred not only to us, but to the spirit of perseverance itself. [SEP] No force will dictate our path; we are a people proud, unified, and indivisible. [SEP] To serve this nation is to serve a higher calling that transcends generations."
Q254_4,we may somehow and sometimes differ in how we express ourselves yet that should not be interpreted as turning our backs on the universal declaration of human rights.,0.6877845,0,0.0,0.0,0.86772471183624,0.4560569373339842,PHL_73_2018,PHL,73,2018,Mr. Alan Peter Cayetano,Secretary for Foreign Affairs,74f2f2349f0abd2219abb1283a2995422a5f02cc4e27e63a67416f6e43565d8d,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"we are a country that is built on different cultures, different religions and different languages all coming together.",0.68588424,0,0.0,0.0,0.8883922707097468,0.4559501678300735,CAN_72_2017,CAN,72,2017,Mr. Justin Trudeau,Prime Minister,61b1b37acfdab64d95f26c0176acbce90f4adc7d2579aeebbc94dcde4c1d22a0,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_1,"generations of americans have sacrificed to maintain the promise of those words, the promise of our country and of our great history.",0.6950225,0,0.0,0.0,0.7767851793158638,0.4558527849286228,USA_72_2017,USA,72,2017,Mr. Donald Trump,President,9cae7ce26aa1581af99617b5d560fe0c24ab979bb370138e84393dc4b5d4f525,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,1,Very proud,one possesses very strong national pride.,"Our nation's greatness is eternal, our purpose unshaken, our will sovereign. [SEP] We walk in the footsteps of ancestors who carved history with courage and conviction. [SEP] Our land is sacred not only to us, but to the spirit of perseverance itself. [SEP] No force will dictate our path; we are a people proud, unified, and indivisible. [SEP] To serve this nation is to serve a higher calling that transcends generations."
Q254_4,humanity does not belong only to certain parts of the world.,0.6895795,0,0.0,0.0,0.8376613134357096,0.4556307637404042,IRN_77_2022,IRN,77,2022,Seyyed Ebrahim Raisi,President ,ff13191c43b1061835fd0d55c2f5970083f5639e687cae22c30cd2aea6b9f123,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"modern, democratic, patriotic politics cannot mean passively accepting the directives of transnational elites who are accountable to no one.",0.5077464,1,0.0,0.0,0.9999995383252606,0.4546478338670229,GRC_73_2018,GRC,73,2018,Mr. Alexis Tsipras,Prime Minister,20772d3cf23a7fb8345979a8cfdc32025258ad349557245a031c30e7da791f02,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,we must nonetheless acknowledge that violations of international norms protecting individuals and their dignity persist worldwide.,0.51668155,1,0.0,0.0,0.8883922707097468,0.4544285506559249,BRA_73_2018,BRA,73,2018,Mr. Michael Temer,President,beb3977f080b9fc8dc73f750d947df90afdef8725ad3283383b1334f42b4fd3d,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"but that is not, and has not always been, true for everyone who shares our land.",0.67338526,0,0.0,0.0,0.999999287698952,0.4540311516808613,CAN_72_2017,CAN,72,2017,Mr. Justin Trudeau,Prime Minister,21f0f8aaca912ecadd879312ca1c53c914ec4617f034012f5724bea94c71741a,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,more and more often we hear leaders speaking about putting their national interests before the global good.,0.52247345,1,0.0,0.0,0.7767851793158638,0.4523233256905704,SVK_74_2019,SVK,74,2019,Ms. Zuzana Čaputová,President,db87c682e149bf592636b5ff2721718754aa8980a2e30c19882f35d11031e8bd,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"however, if we truly want to improve our international collective order, yet another task is required of us today to defend the very integrity of that order.",0.52729976,1,0.0,0.0,0.702380761739511,0.4514989070711979,BRA_73_2018,BRA,73,2018,Mr. Michael Temer,President,8ff1762982a16af2dd4b55bca2a42ffaff0bc500333eb11f7bc29c146ebb4793,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
